"","id","mean_price","km_dist","total_passengers","airliner"
"83",83,1059287.90247959,1269.57872342114,174.54547794421,"Jalak"
"84",84,1601307.69628586,1634.95598331863,152.257945714505,"Jalak"
"85",85,1346572.57222884,1436.31242418464,164.061730460755,"Jalak"
"86",86,1180974.04906521,1500.08044774555,168.658706349136,"Elang"
"87",87,1186625.52962499,1336.4483582873,167.209664884198,"Jalak"
"88",88,1561085.68644675,1584.64504995494,153.074319527275,"Jalak"
"89",89,1296070.16251792,1458.91518248961,158.551415427121,"Jalak"
"90",90,1486922.52497634,1616.79903355179,152.296070644347,"Jalak"
"91",91,1434441.53738302,1472.66114938046,157.555498803058,"Elang"
"92",92,1489522.59680133,1540.4347985127,153.503438826666,"Jalak"
"93",93,1516831.05271259,1685.25426118592,147.647304535062,"Jalak"
"94",94,1339536.80612518,1439.30459225903,157.302341971138,"Jalak"
"95",95,1298084.1255027,1396.07039492052,165.802046241751,"Jalak"
"96",96,1413573.36494277,1592.45511826922,154.547122530391,"Elang"
"97",97,1777932.340005,1758.96041929195,145.978201279392,"Jalak"
"98",98,1044725.46439292,1371.97226043652,173.212503881314,"Jalak"
"99",99,1271650.48481558,1305.07709901362,164.591600816948,"Elang"
"100",100,1234256.45971926,1427.96144934339,161.979572372438,"Elang"
"101",101,1136420.35801911,1346.26690696703,172.377700371697,"Jalak"
"102",102,1714496.59595138,1790.50479078854,143.221926682482,"Jalak"
"103",103,1159260.6523509,1356.14427930284,166.964026570778,"Elang"
"104",104,1533808.22606105,1657.67746031011,151.74853730779,"Jalak"
"105",105,1382904.17017204,1612.10418528757,157.629131047555,"Jalak"
"106",106,1413238.73745618,1495.61139891726,150.482381025946,"Elang"
"107",107,1247178.86384109,1436.76741986392,163.061873793863,"Jalak"
"108",108,1455972.3983893,1592.15004567379,152.491029047088,"Elang"
"109",109,1394256.32478345,1478.0572916939,158.773386460384,"Elang"
"110",110,1169254.59045925,1393.28844972036,169.365386457668,"Jalak"
"111",111,1286411.45083438,1447.38096127971,166.56723304142,"Jalak"
"112",112,1385199.2607996,1547.2686429749,162.279390107038,"Jalak"
"113",113,1511924.78706164,1579.66478805978,151.873343821065,"Jalak"
"114",114,1481325.27306924,1583.2729134565,154.954326245152,"Elang"
"115",115,1455159.45854311,1561.53509148071,155.00806604475,"Jalak"
"116",116,1699089.59631171,1785.33701873637,149.493579807559,"Elang"
"117",117,1335081.66735951,1598.87228172675,160.062258662589,"Jalak"
"118",118,1288638.82626117,1528.88178255901,167.137592564238,"Jalak"
"119",119,1077603.16356279,1355.86598516302,171.336180879642,"Jalak"
"120",120,1696241.42308719,1784.48206029808,147.579238849225,"Jalak"
"121",121,1162159.38981045,1321.66304170372,161.94990897782,"Jalak"
"122",122,1258832.91921434,1528.32109673683,164.80516653458,"Elang"
"123",123,1222765.07929428,1393.86363296572,161.151272999684,"Elang"
"124",124,1658373.68214911,1652.94274990284,149.707557028188,"Jalak"
"125",125,1525237.60041236,1644.5134942427,151.820232945407,"Elang"
"126",126,1408016.45286852,1379.51879578738,158.826397138456,"Jalak"
"127",127,1521521.70570903,1528.21910754869,155.569158736309,"Jalak"
"128",128,1445156.85792711,1449.15693511446,155.128350901162,"Elang"
"129",129,1471447.5436324,1573.25233616916,157.852526598813,"Elang"
"130",130,1176009.19893372,1366.40541577308,168.119997362886,"Jalak"
"131",131,1265062.44008053,1479.34341748989,162.301302431627,"Elang"
"132",132,1384008.86653444,1601.80751787711,158.372772721672,"Elang"
"133",133,1368354.62853192,1561.69550629786,159.210683927628,"Jalak"
"134",134,1369038.65832286,1510.10494095583,159.316312501403,"Jalak"
"135",135,1463175.76581303,1573.58936435017,156.563665403075,"Jalak"
"136",136,1472751.64135087,1534.69395486482,154.855068167038,"Elang"
"137",137,1420277.82799093,1401.63547444066,156.290581317495,"Elang"
"138",138,1296331.08184259,1487.27219455406,166.304672544733,"Elang"
"139",139,1312179.96028422,1544.06591175498,164.962859460457,"Jalak"
"140",140,1502785.43217181,1606.25698091813,152.978553273833,"Elang"
"141",141,1526642.60705751,1572.97296320885,155.554193554075,"Elang"
"142",142,1154205.8648463,1377.21753351637,167.516450634439,"Elang"
"143",143,1266625.61039069,1424.78955690987,166.002510639547,"Elang"
"144",144,1331304.92859529,1482.19055573515,161.955276996643,"Elang"
"145",145,1344717.21105153,1445.88866415461,156.943932996647,"Jalak"
"146",146,1673260.4024723,1692.36680035402,153.237224214297,"Elang"
"147",147,1386043.07688703,1548.0870418805,159.741449190049,"Jalak"
"148",148,1618778.78670328,1667.16443180932,147.041777147491,"Elang"
"149",149,1069642.56206479,1362.58248869786,170.553831743195,"Jalak"
"150",150,1328623.74626217,1430.39398108976,161.573993125971,"Elang"
"151",151,1163248.93475249,1445.13685329094,166.16501763101,"Elang"
"152",152,1565003.14959107,1654.24485749104,155.010730370026,"Jalak"
"153",153,1056010.89832423,1388.3446846787,171.410249686521,"Elang"
"154",154,1123142.58524647,1446.95353163853,167.573241957296,"Jalak"
"155",155,1569939.55342385,1521.03768348427,154.255798839589,"Jalak"
"156",156,1482014.86240395,1574.87092592055,151.53861981744,"Jalak"
"157",157,1150080.02830819,1452.48402280861,168.815293172866,"Elang"
"158",158,1111402.52965269,1396.98015897079,167.647353569211,"Jalak"
"159",159,1244994.64781607,1475.26941173406,167.048905649525,"Jalak"
"160",160,1462389.30801167,1501.37312930268,153.237542653287,"Elang"
"161",161,1488623.1363755,1667.67010250108,153.70628794153,"Elang"
"162",162,1731059.04548323,1690.65421500376,142.479213246482,"Jalak"
"163",163,1053518.65485167,1325.0149593134,169.564847535106,"Elang"
"164",164,1388528.31510845,1471.13219421467,156.268719831752,"Elang"
"165",165,1517608.24285094,1361.70913733955,150.203328497503,"Jalak"
"166",166,1264009.60286455,1471.03173693047,167.095715733851,"Jalak"
"167",167,1348312.96965939,1505.05443043321,157.231552290095,"Elang"
"168",168,1343615.20842623,1518.18371922304,163.989005106769,"Jalak"
"169",169,1711267.8114265,1671.60717144135,148.787420920493,"Jalak"
"170",170,1263543.8563909,1458.39685376265,162.03282519119,"Elang"
"171",171,1179819.47775366,1402.07259687215,167.716806236308,"Elang"
"172",172,1420026.5779798,1538.03170554293,162.223672767864,"Jalak"
"173",173,1223897.36029736,1406.48342332512,162.466823513663,"Jalak"
"174",174,1473150.77073466,1582.48497172464,153.275986905536,"Elang"
"175",175,1481927.97036078,1543.5959947036,153.95987395147,"Jalak"
"176",176,1126083.70226196,1291.45635146815,169.953958397568,"Jalak"
"177",177,1536924.54615542,1613.92313177768,152.514759793781,"Jalak"
"178",178,1056973.5639488,1270.57613623435,172.075235854202,"Jalak"
"179",179,1264752.90011996,1534.74265419079,161.808208791229,"Elang"
"180",180,1354168.3688801,1575.35410811414,159.615166516879,"Elang"
"181",181,952814.288215562,1329.64992411004,179.584800180242,"Jalak"
"182",182,1339112.50898348,1491.84983006109,166.24077239393,"Jalak"
"183",183,1326302.05550488,1497.45600991396,163.750775820057,"Jalak"
"184",184,1545786.02789611,1635.80212223302,153.174916337043,"Elang"
"185",185,1540023.53861102,1632.63751287504,151.620205614712,"Elang"
"186",186,1462707.8216706,1529.28732387879,153.388283383103,"Jalak"
"187",187,1010122.58252825,1331.78920225532,172.979759248959,"Elang"
"188",188,1140840.06382793,1389.6247636182,164.02306391896,"Elang"
"189",189,1224129.75665762,1458.34298912338,165.474927928983,"Elang"
"190",190,1398371.59725901,1508.67732907593,160.048341130774,"Jalak"
"191",191,1625837.44161885,1642.65524136942,150.422294456209,"Jalak"
"192",192,1361454.46961944,1507.07032245816,160.203296354318,"Elang"
"193",193,1213292.6987963,1409.95404423618,168.879165682012,"Elang"
"194",194,1321813.0842222,1535.33324447413,166.803910175682,"Elang"
"195",195,1418839.18437817,1434.1281387267,157.431802923685,"Elang"
"196",196,1551296.45205374,1540.27860361869,152.264758550473,"Elang"
"197",197,1544828.0929781,1630.68343392115,156.025343664013,"Jalak"
"198",198,1268339.64526498,1535.84146341212,160.670313658976,"Elang"
"199",199,1643150.57903767,1556.41022629134,147.107011321071,"Elang"
"200",200,1296644.39758361,1436.38770690198,155.981036609463,"Jalak"
"201",201,1468195.0419408,1534.61148350928,157.350779029058,"Elang"
"202",202,1250878.36825875,1566.99340516855,158.24951992823,"Elang"
"203",203,1085835.63654976,1313.0808241966,169.296560437914,"Elang"
"204",204,1523821.06751496,1552.26030995671,153.351018490195,"Elang"
"205",205,1311635.21619001,1572.5127510739,160.911351328931,"Jalak"
"206",206,1250296.23376724,1455.90812030267,163.78177531526,"Elang"
"207",207,1433698.64471258,1566.88479662413,157.680175441801,"Elang"
"208",208,1726325.33799471,1615.31132443226,141.868239361727,"Jalak"
"209",209,1600111.3571249,1637.26598184526,150.196445483838,"Elang"
"210",210,1146600.95989491,1357.69102473844,161.706637967879,"Elang"
"211",211,1259428.65464147,1484.03195185627,162.748110156982,"Elang"
"212",212,1395482.56452028,1446.69405609688,153.526396702008,"Elang"
"213",213,1508261.28223595,1433.07579811646,148.908978726574,"Jalak"
"214",214,1203346.71479357,1507.93511241776,165.327617429775,"Jalak"
"215",215,1560064.95383588,1699.90709475549,152.647723435455,"Jalak"
"216",216,1393793.94460201,1523.31499163896,158.150223195646,"Jalak"
"217",217,1231584.85404286,1448.04236474628,166.21246191852,"Elang"
"218",218,1423933.8209773,1580.15839489592,159.591643902135,"Elang"
"219",219,1349812.62411921,1501.34147390851,159.918294644821,"Jalak"
"220",220,1454327.65854305,1629.02905592534,156.905665714242,"Jalak"
"221",221,1507364.69963964,1678.10727403247,148.803230941508,"Jalak"
"222",222,1252098.28173267,1567.8014408521,164.396589253785,"Elang"
"223",223,1234475.01329516,1378.00381844741,164.365375165609,"Jalak"
"224",224,1284838.36892914,1537.3784389183,164.297541118141,"Jalak"
"225",225,1243505.26081921,1441.56826377502,162.753928006978,"Jalak"
"226",226,1128235.0408089,1344.22363203136,165.389461304522,"Elang"
"227",227,1525505.25714014,1538.71058139447,157.992337692002,"Jalak"
"228",228,1499122.89492734,1645.34993787595,154.055639857518,"Jalak"
"229",229,1264636.04917831,1532.20611925434,162.463731203791,"Jalak"
"230",230,1400522.56922278,1503.01790489888,156.182457999689,"Jalak"
"231",231,1368488.18334918,1493.1107942856,159.014874921815,"Jalak"
"232",232,1347110.52963239,1500.08055262768,161.380889012392,"Elang"
"233",233,1526556.05193325,1541.94403942204,155.777073026494,"Jalak"
"234",234,1555455.78924448,1578.70761083725,154.32594046009,"Elang"
"235",235,1447777.68014876,1531.02220423,161.137406868078,"Elang"
"236",236,1319699.06388459,1496.49776491609,156.821456357345,"Elang"
"237",237,1303967.21456596,1345.71918224306,160.167316880902,"Elang"
"238",238,1367734.38040935,1488.85377478231,158.754015278252,"Elang"
"239",239,1627563.20489888,1603.55310056831,152.918761492225,"Jalak"
"240",240,1532491.49302167,1607.45995276758,152.125953825382,"Jalak"
"241",241,1363664.61739966,1400.10566543407,161.370543647288,"Elang"
"242",242,1290781.03768906,1568.870364041,162.603395002772,"Elang"
"243",243,1224802.21544551,1519.17369759653,164.253058352253,"Jalak"
"244",244,1195956.26120663,1486.35932922085,166.362344423614,"Elang"
"245",245,1282527.70279756,1427.17636201254,159.772233315623,"Jalak"
"246",246,1615030.8720031,1678.85898970975,145.683867461776,"Elang"
"247",247,1166642.64869239,1464.40423421381,166.847334567928,"Elang"
"248",248,1430586.57683846,1562.101401586,154.155601854708,"Elang"
"249",249,1071742.00841986,1268.88252476524,172.266716279076,"Jalak"
"250",250,1128647.57298029,1314.11062924768,165.912623468026,"Jalak"
"251",251,1437351.38657755,1592.63475909943,153.398789260344,"Elang"
"252",252,1268735.27012668,1442.93661936743,162.324384208143,"Jalak"
"253",253,1162591.76411094,1422.68567766646,171.542957363234,"Jalak"
"254",254,1380933.69372541,1465.61786721304,160.296553532656,"Jalak"
"255",255,1467476.19248695,1504.61869927492,153.209780461234,"Elang"
"256",256,1110157.2659917,1344.87948206592,166.534046545725,"Elang"
"257",257,1302126.93576924,1427.70159680845,157.074850065551,"Elang"
"258",258,1306182.49406704,1414.29040271673,161.473128782196,"Jalak"
"259",259,1283364.582949,1473.92218816184,161.221006919019,"Elang"
"260",260,1743093.57898174,1877.23181404626,140.284580385841,"Elang"
"261",261,1647388.94034661,1599.39013719475,148.004500274274,"Elang"
"262",262,1564736.79829783,1678.52275235615,150.75404242607,"Jalak"
"263",263,1655020.72707183,1688.67996033828,145.507253283668,"Jalak"
"264",264,1211873.62253097,1346.77770185517,159.305722819897,"Jalak"
"265",265,1316491.2974532,1491.65292034262,162.057834957016,"Elang"
"266",266,1617397.7357685,1739.60236714864,148.955068354487,"Elang"
"267",267,950629.204698828,1194.43919125082,174.287403797799,"Jalak"
"268",268,1319406.83985287,1432.33375120142,156.512306617143,"Jalak"
"269",269,1224058.77608388,1396.51800179801,163.792017144796,"Jalak"
"270",270,1503390.87608426,1676.79127562226,151.527984082845,"Jalak"
"271",271,1352830.3679046,1528.95228272331,160.908104778692,"Jalak"
"272",272,1114362.91255657,1272.63078769002,169.604869616364,"Elang"
"273",273,1527119.24728793,1667.69525941166,153.328077848273,"Elang"
"274",274,1262260.54098187,1486.54701363455,159.480954480524,"Jalak"
"275",275,1431416.45814478,1691.01311996397,154.749089461629,"Elang"
"276",276,1252533.40076623,1310.42324754412,163.760901574962,"Jalak"
"277",277,1582351.82775481,1670.97455002077,159.975186374663,"Jalak"
"278",278,1422247.63967231,1602.49186224926,159.12074095652,"Elang"
"279",279,1070922.54893301,1272.19740304091,172.315261980034,"Jalak"
"280",280,1135294.95729662,1437.71444285799,170.473767444249,"Elang"
"281",281,1425830.66804449,1627.02062048756,156.8577223987,"Jalak"
"282",282,1481064.44920898,1554.4510839155,153.921186301156,"Elang"
"283",283,1224498.44343709,1374.97929637794,167.646670222966,"Jalak"
"284",284,1555216.97426232,1628.36662512916,155.221534021292,"Elang"
"285",285,1445586.58849436,1516.77476142466,156.994490336055,"Elang"
"286",286,1403413.58420763,1558.24091239635,161.707747749236,"Elang"
"287",287,1612954.25631083,1660.87583607839,150.116456159869,"Jalak"
"288",288,1322895.46893778,1510.57071630086,164.333158230997,"Jalak"
"289",289,1159952.58093991,1348.33958960223,168.342795170664,"Jalak"
"290",290,1462417.69393607,1586.10476325789,161.185389343018,"Jalak"
"291",291,1112805.60746363,1324.84593081698,174.265707448216,"Jalak"
"292",292,1841021.52113612,1629.77335007865,140.880509784668,"Jalak"
"293",293,1687476.07453043,1741.22458721647,145.313174267518,"Jalak"
"294",294,1521965.6500454,1568.4085929752,148.405278497074,"Jalak"
"295",295,1189152.89567567,1331.35730607543,168.367551869074,"Elang"
"296",296,1199949.22699182,1350.0332560545,164.276599161345,"Elang"
"297",297,1196289.62988204,1464.3805584439,164.496915768152,"Jalak"
"298",298,1673744.23361794,1661.20578992426,144.156477215025,"Elang"
"299",299,1376840.33571785,1603.01174276098,155.165426027669,"Jalak"
"300",300,1026447.28422947,1256.71472458156,170.777256456505,"Jalak"
"301",301,1302896.15067263,1481.68403445231,167.194284332088,"Jalak"
"302",302,1454302.42101644,1538.24924578383,151.71176972272,"Jalak"
"303",303,1404921.08849465,1519.84414919717,158.745834564473,"Elang"
"304",304,1151088.43992769,1291.76192592587,165.585049177958,"Elang"
"305",305,1133038.61218449,1376.84212738991,166.92257578103,"Elang"
"306",306,1553834.7486654,1648.79809411244,153.774893935864,"Jalak"
"307",307,1174711.49382201,1395.42222525351,167.011064129461,"Elang"
"308",308,1210734.99972441,1443.10706318874,160.50806889816,"Jalak"
"309",309,983247.129873624,1338.12268128767,175.083683876,"Elang"
"310",310,1288189.88850202,1471.77213279018,161.850811643124,"Jalak"
"311",311,1217340.88516183,1404.38754194354,160.772963558638,"Jalak"
"312",312,1702316.30883082,1728.11485975195,143.916405330692,"Elang"
"313",313,1106318.57636322,1346.16283490595,173.270032485563,"Jalak"
"314",314,1313498.56359803,1390.21597989024,164.671943338064,"Elang"
"315",315,1176466.04339289,1290.75940566306,166.196805743747,"Elang"
"316",316,1427072.30235662,1563.77035451964,157.343331243756,"Jalak"
"317",317,1464272.1605766,1668.93698199231,154.593972814063,"Elang"
"318",318,1361803.2023382,1550.7957209588,160.361195338204,"Elang"
"319",319,1227989.45394968,1412.34032479974,161.955783299637,"Elang"
"320",320,1682974.17656192,1675.86339320405,149.382558103632,"Jalak"
"321",321,1028100.80198872,1209.10281979898,177.565539976475,"Jalak"
"322",322,1169583.70127751,1345.31199779068,166.137578173137,"Elang"
"323",323,1414231.33404057,1408.16100030449,163.654485812876,"Elang"
"324",324,1485238.0785865,1577.69775121043,155.596233819211,"Elang"
"325",325,1081088.76539625,1314.60127792605,174.081362487897,"Jalak"
"326",326,1573254.42753802,1712.47089779036,152.736327610589,"Elang"
"327",327,1584753.73750927,1576.57393641994,153.800348316952,"Jalak"
"328",328,1343252.27894075,1465.36564895035,161.771337684333,"Jalak"
"329",329,1076811.62922665,1343.49006352223,171.31368811885,"Jalak"
"330",330,1850832.62184397,1864.94204932396,137.091148991774,"Elang"
"331",331,1346715.74169553,1570.3163766985,157.62503579582,"Jalak"
"332",332,966684.675754309,1221.39594809558,172.811730823656,"Elang"
"333",333,1461274.20496267,1729.67835715952,153.005716344975,"Jalak"
"334",334,1337725.09615907,1491.77415471181,164.237198256629,"Elang"
"335",335,1161743.66363128,1429.45233216966,164.182387880294,"Jalak"
"336",336,984433.732853152,1233.75312365569,173.948140662981,"Elang"
"337",337,1135776.00085273,1445.06690526961,163.988400556195,"Elang"
"338",338,1374823.03476333,1536.67546429776,159.116075200412,"Elang"
"339",339,1500795.15367922,1557.00341134551,157.619220905574,"Elang"
"340",340,1080811.75305459,1401.58898592251,169.344275872694,"Jalak"
"341",341,1185235.29516282,1483.70941460214,163.073627575267,"Jalak"
"342",342,1379909.71028101,1599.00853977531,161.009189338318,"Jalak"
"343",343,1425347.07022221,1494.2219017551,159.555021725643,"Elang"
"344",344,1151458.97138032,1375.8082355484,168.615684029823,"Jalak"
"345",345,1254816.01350237,1388.07410797216,163.757416457054,"Jalak"
"346",346,1328802.906783,1454.05243651974,159.810756080655,"Jalak"
"347",347,1241116.10659359,1353.64977763405,169.101984994731,"Elang"
"348",348,1305296.60857262,1431.00769170339,162.12299939653,"Elang"
"349",349,947353.679829644,1303.12489102134,176.51578655958,"Jalak"
"350",350,1383265.75723297,1564.25622664078,156.56855859137,"Jalak"
"351",351,1364864.21684402,1592.89018864664,165.40614089573,"Elang"
"352",352,1294060.23679386,1319.85535976323,161.102066917326,"Elang"
"353",353,1364190.92959512,1481.68341488872,166.226742071146,"Jalak"
"354",354,1384443.68439054,1486.7703227632,161.745183116226,"Elang"
"355",355,1417066.55112615,1539.17647507979,156.972698109847,"Elang"
"356",356,1291085.02634983,1416.34411237985,162.374277409041,"Jalak"
"357",357,1271062.24516796,1425.70335796353,159.97918201314,"Jalak"
"358",358,1278793.22575743,1502.25812386253,164.260814344984,"Jalak"
"359",359,1210827.16729909,1376.21634660312,167.746590745202,"Jalak"
"360",360,1725758.24469409,1640.22032300579,144.000035609362,"Jalak"
"361",361,1461284.17338187,1692.87112554034,154.161232895886,"Jalak"
"362",362,1400014.79250726,1545.36663956512,157.751592373806,"Jalak"
"363",363,1732962.65222991,1731.14098705121,143.913347169419,"Elang"
"364",364,1188349.28460031,1374.34543644525,164.983858760686,"Elang"
"365",365,1488878.42853845,1489.09916780989,151.424341021362,"Jalak"
"366",366,1369108.5277375,1453.73966166979,157.750278246244,"Elang"
"367",367,1378474.77260414,1519.55245870575,161.177570103926,"Elang"
"368",368,1450621.64304597,1541.24299043832,152.798066071611,"Jalak"
"369",369,1038400.46044922,1395.82555140963,173.659915398369,"Elang"
"370",370,1413100.90509497,1583.86148855938,156.242909460285,"Jalak"
"371",371,1331937.91029864,1457.63929110543,162.391317474419,"Jalak"
"372",372,1032927.15951377,1368.66693302289,169.820924271339,"Elang"
"373",373,1518132.23474322,1623.12368116641,148.28556859326,"Jalak"
"374",374,1503754.53732175,1532.55582522725,159.384463236911,"Elang"
"375",375,1198768.36204784,1372.36947152171,166.845993287712,"Jalak"
"376",376,1232718.947949,1336.54070243734,166.978984229939,"Jalak"
"377",377,1611329.85925379,1575.05311252676,146.644965048771,"Elang"
"378",378,1537694.78128504,1498.65108794077,153.687767916901,"Elang"
"379",379,1294278.30495934,1548.72463233354,161.8992326233,"Elang"
"380",380,1200187.63577938,1441.4545802944,160.050445236816,"Jalak"
"381",381,1311771.46661665,1498.83115795971,160.787979915118,"Elang"
"382",382,1237540.45906141,1435.6884207283,163.154606950088,"Elang"
"383",383,1212644.72342863,1379.27192769423,164.971798080808,"Jalak"
"384",384,1378630.73986488,1553.30915654768,158.54652450103,"Jalak"
"385",385,1369678.60788233,1540.38835459972,163.577139243195,"Jalak"
"386",386,1054422.09455191,1342.81741478284,168.430670752463,"Jalak"
"387",387,1190044.18209772,1492.55777060847,164.991380601361,"Jalak"
"388",388,1477387.01926667,1595.91826651563,158.848365570204,"Elang"
"389",389,1188760.88632577,1338.07397355535,166.243361413962,"Elang"
"390",390,1187803.17974494,1493.61496408807,167.337896846414,"Elang"
"391",391,1423558.18179375,1593.25843775473,158.423140380754,"Elang"
"392",392,1284066.04750975,1423.45308114853,159.453093007606,"Elang"
"393",393,1354821.23249224,1476.74403612632,156.605914058532,"Jalak"
"394",394,1034410.16358151,1320.93318702432,172.514443135481,"Elang"
"395",395,1490453.47848209,1683.51438509485,153.960182977805,"Jalak"
"396",396,1361053.19711539,1392.54735739645,161.859487441565,"Elang"
"397",397,1421378.69767169,1575.65797027839,158.047256933255,"Elang"
"398",398,1097832.6070096,1301.49617838085,172.687308874064,"Jalak"
"399",399,1546072.91685907,1628.6186782167,154.431650264188,"Elang"
"400",400,1447589.55845843,1507.68411713603,154.813507060678,"Elang"
"401",401,1325837.08121564,1443.58990782291,161.618548484506,"Jalak"
"402",402,1365954.47421232,1542.03709258474,159.515273220905,"Elang"
"403",403,1166122.67841799,1405.25352222118,168.986018854801,"Elang"
"404",404,1372521.38568878,1381.59347073547,160.882860193707,"Elang"
