"","id","income","km_daily","age","experience","company","bonus"
"121",121,93790.8694086494,49.9658479466296,40.6684834406661,33.000782192312,"BluJek",60230.5956589548
"122",122,100573.472217683,48.8648977626994,35.7960507296998,31.0886612153412,"RedJek",39965.4644858808
"123",123,90741.4538124577,38.963906327791,39.5693518253863,30.0119597932366,"RedJek",39918.0859851154
"124",124,93971.1602658705,50.99747727276,35.187211530393,28.9535269573444,"RedJek",39992.0047283227
"125",125,103232.833738415,57.511804736657,34.7522092974748,34.2520463058482,"RedJek",40057.8519864755
"126",126,84050.7424783349,41.209217972619,42.6609329903814,31.9745204988656,"RedJek",40099.2077313818
"127",127,97607.6166769719,40.4920435727434,35.2008150871659,28.9646662257357,"RedJek",39956.4527547795
"128",128,99161.0547672168,38.8715319717337,34.2378460845774,28.3243369369103,"RedJek",40125.2174972553
"129",129,94068.7389763958,37.0983573635441,31.0035912058073,29.9212015355846,"BluJek",60063.2215327154
"130",130,102990.904315316,45.3454630808286,33.0845723168655,32.8537726967459,"RedJek",39978.9750919279
"131",131,92656.8770735616,36.8364204741474,35.7768567823394,30.6373153284947,"RedJek",40126.3999633254
"132",132,94226.8024906233,37.6020321554298,37.05637765416,31.4074820412733,"RedJek",40095.8789207943
"133",133,97805.7602094753,39.45044625596,34.3385715299113,31.8663208228132,"RedJek",40066.618208713
"134",134,94322.8555663507,53.626917967009,35.3136248851034,33.9360583699801,"BluJek",60116.2326747328
"135",135,102711.744241568,57.016331730858,35.9106022837354,34.8787239619938,"RedJek",39953.1046304181
"136",136,96275.7002991877,44.7461470924052,32.4980250152201,29.4983303602949,"RedJek",39982.6980862103
"137",137,97320.7743766032,50.8416967802609,37.5861905427296,33.476645987934,"BluJek",60150.0016287375
"138",138,107042.071682099,60.4467530502471,31.4301803414672,35.3661891195014,"RedJek",39982.8620747378
"139",139,95979.0748352683,53.7227077003056,43.0322121208618,32.663455256895,"RedJek",39902.7470610559
"140",140,91757.405791964,36.1107721185511,30.3737409406573,31.1762997106359,"RedJek",40043.5917260912
"141",141,89924.3861884308,34.6463087954381,35.5016659479933,29.526758912949,"RedJek",40157.1773930855
"142",142,100046.071573804,49.3816813844118,33.8650308157924,32.0909043190179,"BluJek",60168.4164297394
"143",143,90712.1464795203,34.6513842036876,31.27687183681,25.7361928168116,"RedJek",39823.2006073205
"144",144,102466.546774769,53.4886428316883,32.5230686220785,32.5823727065294,"RedJek",40027.3419203049
"145",145,92323.351259258,31.0795138813422,34.1477826782404,27.822712234665,"RedJek",39953.8959381667
"146",146,94954.6498528871,33.4169892213588,39.4557770790526,32.9107110318919,"RedJek",39949.8189403708
"147",147,113329.09179481,52.2738026442367,28.1942784480679,33.7355627312964,"RedJek",40023.107288176
"148",148,111013.340544666,59.5819603450739,28.0499667710321,35.9190512399224,"RedJek",39875.6563567666
"149",149,106832.474446769,65.4997167536859,36.7818669280816,37.1377428865034,"BluJek",60057.7611918689
"150",150,108848.216500954,65.788827436401,38.6528312745002,37.1173646449521,"RedJek",40070.4024882626
"151",151,101311.885788957,58.3775707048732,34.7046470398207,35.7147569898434,"BluJek",60058.4714723822
"152",152,97985.7293806529,36.3219947413016,30.0251716121667,30.1718375032269,"RedJek",39893.5655671114
"153",153,99823.6280259766,27.0067291063918,27.9983547004225,27.777796038788,"RedJek",40054.368096729
"154",154,97933.2236969762,52.6384776721579,38.124586500154,35.0867729768634,"RedJek",40074.2867107678
"155",155,100102.792797737,53.9522091173044,32.2562915370989,33.2172242552195,"RedJek",40024.7214907917
"156",156,103417.647246256,62.0100793006772,39.3560373772959,35.2596439839422,"BluJek",59988.7628377388
"157",157,100967.426141408,39.3106447536533,33.6457529957021,29.2791025355034,"BluJek",59987.6403379138
"158",158,99260.0598407396,62.880139593709,40.0254223922947,34.5480492173932,"BluJek",60016.4529506211
"159",159,89789.5552845134,39.1461218910151,36.4162965285855,28.87640402876,"RedJek",40043.6443619428
"160",160,94354.2705264516,40.7374700866728,31.9446932047555,29.1759031030559,"RedJek",40021.2790418712
"161",161,104708.931514823,54.5813841852257,31.3330300936305,32.8624618767542,"RedJek",39791.6862597086
"162",162,100309.346139823,47.6651832699034,31.7786186276878,32.4768567520975,"RedJek",39975.9417505626
"163",163,98619.3182222861,42.8982057157795,35.0981509751848,31.1936386979975,"BluJek",59911.7289533879
"164",164,96320.4340152647,40.4704540401239,31.9851981960373,29.560909222468,"RedJek",39795.5649902224
"165",165,109681.466573551,50.4315653341752,25.075348215627,34.2530988204104,"RedJek",40043.5549708777
"166",166,98388.476216449,51.4326583324056,35.1442359758871,34.0231931861342,"BluJek",59994.6338665494
"167",167,97382.9060446017,51.5131592101125,35.4607238259921,32.0960490418319,"RedJek",39969.5241994897
"168",168,99796.82023653,49.9377237226537,38.6665551791512,32.7805922182487,"BluJek",60076.8348040873
"169",169,110389.592113493,57.5125861561293,33.0948385413167,36.4499450474534,"BluJek",60026.4608392529
"170",170,93251.9015347427,41.7301083923485,32.8661019517376,31.3684657294368,"RedJek",40034.4904298271
"171",171,102550.350320138,38.1143218664575,28.1123430606432,30.0012235601004,"RedJek",39888.6406276703
"172",172,96310.6479759255,46.1378763082431,38.0622337635288,30.0781906844372,"RedJek",40026.5409504981
"173",173,95519.3949036073,49.2834837115389,41.1649084715954,32.6587717755127,"RedJek",40034.6298743441
"174",174,100302.200810743,53.3885431196308,36.895489675656,32.7833508766293,"BluJek",60012.1121650058
"175",175,105489.795359903,55.1443390440561,32.3711344265834,35.2084098201092,"BluJek",59983.2594595464
"176",176,115257.113754474,59.7035644544625,26.1025869332468,35.8430693686609,"RedJek",39956.9172411221
"177",177,112479.250947642,58.9708427519554,28.7822351009002,36.5394996659926,"RedJek",40093.7712597312
"178",178,96893.3086621807,55.9430212124253,39.5305730292619,31.385998917642,"RedJek",39987.3771887408
"179",179,90617.1979983825,58.2095192654815,41.8844753464546,35.4950022185376,"RedJek",40056.9689542494
"180",180,105262.576898363,53.6067392826465,31.2721168989877,34.4078996031374,"RedJek",39997.5553476023
"181",181,106096.066384046,66.7005560682866,42.1954259210145,36.7516280843887,"RedJek",40052.6979499908
"182",182,92720.0000376701,25.3796131385599,37.5733354746653,24.0016566815564,"RedJek",40137.2297497406
"183",183,111395.378619896,58.318676630227,29.313607679836,34.975072828548,"BluJek",59942.6797293351
"184",184,92751.7869001443,23.314870567306,30.9821479129477,25.7457637893436,"RedJek",40037.2796696353
"185",185,98445.3547998734,46.8206623786578,31.681598700164,32.6148027455504,"RedJek",40025.3650501092
"186",186,107139.203839075,65.2194888376739,35.0898783178085,35.7979358579322,"BluJek",59888.0018800736
"187",187,94135.4475646883,49.2151681923986,36.8668553081852,33.1659181302691,"RedJek",39891.8079867612
"188",188,100366.31090156,52.8827316371639,32.4198258465077,33.5091984913284,"RedJek",39957.5866468001
"189",189,97967.1524028865,36.8582275156403,29.1518996740417,32.0970182058103,"RedJek",40004.8076872066
"190",190,92557.5354693699,44.1627665410573,32.9157917625634,30.5218441254404,"RedJek",39827.0683544072
"191",191,103431.560566197,62.0912566347002,41.4858710826902,34.7182876493353,"BluJek",60072.812671357
"192",192,100868.020896847,48.4668148494624,28.0969236271425,30.8134419619745,"RedJek",39996.4464106666
"193",193,96683.3533260628,60.0456202627839,39.9063276897711,32.3515851215172,"BluJek",59742.0861686058
"194",194,96271.2569291551,39.5641137794147,35.0778824051609,31.1778944167953,"RedJek",39924.931510766
"195",195,112854.558388556,61.7234390969689,33.0724776273188,32.789938643971,"BluJek",59926.3300784445
"196",196,102736.393153435,73.1986005191909,40.1466387899795,38.6768330316381,"RedJek",39960.6610064151
"197",197,98532.2888123565,60.3112651094002,35.051462548616,32.6204513777846,"RedJek",39912.373939735
"198",198,104073.131967411,70.6648855471015,39.9438943753462,36.7553042484596,"BluJek",59986.2450454195
"199",199,90445.0239117617,27.6424434569114,34.1435233419648,28.3980450867238,"RedJek",40015.0140843173
"200",200,107436.143140775,48.5829212996019,30.6102907531659,34.7529020162497,"BluJek",59921.0166275553
"201",201,103309.68343766,60.8007280759926,36.8452890924755,33.7545467738437,"RedJek",40062.3923904543
"202",202,90020.6774919308,51.2521824360681,47.2833987633102,35.4673894175856,"BluJek",60090.3669654623
"203",203,103739.865248784,53.4007599134503,33.8481999010709,32.4145679767252,"RedJek",40086.4838669994
"204",204,96183.1949247445,26.8582089078689,28.511898792938,29.223575924363,"RedJek",40095.7560432679
"205",205,99386.8625966809,64.6781999098458,38.2224658144487,38.1213281861962,"RedJek",40125.1575033841
"206",206,95537.5944839656,50.6535659327506,39.5491401726219,30.8725144978913,"BluJek",60031.4558270656
"207",207,103337.124515535,65.1589297256897,38.7448779030507,34.3824643775341,"RedJek",39892.1497650972
"208",208,105225.597047119,72.4630754218593,42.2547804497193,37.7610109356689,"RedJek",40047.5644842948
"209",209,101003.678674849,51.3499893970559,36.7097642785125,33.5242130565329,"RedJek",39985.3397873352
"210",210,104044.201392534,64.5844279305237,33.6969963378385,37.1700374911756,"BluJek",59883.16410752
"211",211,98777.4113395803,54.9965289805569,38.2485027701127,34.2476454590954,"RedJek",39939.0927328904
"212",212,108981.688267252,52.8651108480597,29.392983335361,32.9393789486673,"BluJek",59966.4016620349
"213",213,101629.605259041,51.2037748918632,34.1058562242543,34.282306700176,"RedJek",40068.5497613555
"214",214,94064.8874914477,59.4715487016082,47.5765276922426,33.2247112545612,"RedJek",40222.5561833951
"215",215,94230.7137344518,65.0086587857273,42.6954387100023,36.9509730145371,"RedJek",40011.7347496901
"216",216,109036.437215004,63.482242412448,27.4439857073713,32.9605070806565,"RedJek",39912.0113552072
"217",217,97519.2628176993,46.6859152892572,38.8353017575711,30.4346701682344,"RedJek",40076.2168512661
"218",218,103234.625206772,53.3269173065255,34.9859231731245,31.9520437548967,"BluJek",59965.2637745112
"219",219,106424.604301184,71.4220408379473,40.7928766550737,37.8739103565621,"BluJek",60022.236912981
"220",220,113632.571320152,69.7416094556185,32.8225340203871,38.6510557395271,"BluJek",60017.3877221049
"221",221,96901.8666886385,43.0716577239413,35.0370214808891,31.3842409838955,"RedJek",39926.3928812838
"222",222,99613.3044796038,52.2728348341518,40.2828533121685,33.1655993959256,"RedJek",39976.4961001495
"223",223,108929.007369958,43.8123545945491,22.6513952536501,27.5211305842167,"RedJek",39887.3307375943
"224",224,90593.0234460969,41.5383166218427,37.5485157703583,29.0960741386057,"RedJek",39977.5025726579
"225",225,113818.434094311,46.8925634369402,21.6808943665711,30.2877112304784,"RedJek",40042.346491393
"226",226,100911.876568246,53.7768243578688,38.776245932139,34.4371280215572,"RedJek",40106.4570120091
"227",227,105584.72469363,63.3241853672562,29.8154174684937,33.0737302126477,"BluJek",60183.6110868457
"228",228,112709.834922965,49.6485869901085,29.3266988036938,32.8976707696259,"RedJek",39920.5815883733
"229",229,100869.321210396,47.2776828560488,32.968576801206,29.6341943466591,"RedJek",40139.2046496925
"230",230,108656.425063749,70.008595296887,35.3905485062957,39.2049195505517,"RedJek",40056.2456845255
"231",231,105672.502150675,43.7539333439693,27.4507689394643,34.2407722654485,"BluJek",60024.7050827192
"232",232,108104.917440086,53.1157650874122,29.3262571685114,32.2226594562807,"BluJek",59901.0023790441
"233",233,101389.694553638,39.1846891501511,35.7140157893612,29.4407822450751,"RedJek",40023.1922643918
"234",234,105960.444945383,51.702980687158,27.4081799395426,34.2201865953148,"BluJek",60054.4099654258
"235",235,100339.360550572,72.5967626434824,42.8787588018526,36.5072756036027,"RedJek",39983.7640741378
"236",236,96952.6896377654,38.8440262573167,32.1394613382796,29.2277637186449,"RedJek",40014.9982401637
"237",237,98704.8378170495,52.4763848311357,28.9945292932783,35.0638034307898,"RedJek",40020.1607645055
"238",238,95952.7587129484,37.1039118326487,35.2039099625699,30.292772452346,"RedJek",39917.8211085982
"239",239,107524.792013471,64.830361524584,31.584662934497,36.4423129260731,"RedJek",40021.3095959019
"240",240,105658.414866154,71.6083613500155,36.4919746685864,37.6782498936202,"RedJek",40010.0139308187
"241",241,114291.594355005,65.325274036877,31.6138913020991,34.3085762195679,"RedJek",40041.2766507241
"242",242,106331.822696797,32.6364553583569,26.5779424024678,28.4116511310529,"RedJek",39962.412263477
"243",243,93400.8563926266,58.2789810125159,39.158158639892,33.9244056145515,"BluJek",60000.5068924598
"244",244,85516.1666386587,40.3931508431189,41.0374216824416,29.6969446641225,"BluJek",59999.2521802505
"245",245,101126.473522169,67.8467057824036,38.5781451881942,35.8641971413256,"BluJek",59994.5659205119
"246",246,101979.314267996,52.0697337555463,33.124950941852,34.7130145753429,"RedJek",40154.2166073811
"247",247,108870.011559821,67.5083617879024,35.0421767985383,36.4760450253639,"RedJek",40049.9928324168
"248",248,101108.151783046,61.6079133600289,42.8730659749023,34.6301176337071,"BluJek",60090.8097197539
"249",249,102442.510550341,49.6684228985894,37.2078576596038,33.1153407140455,"RedJek",39999.9716875898
"250",250,105744.267213924,49.4015930228203,34.2437151028621,31.9624434882418,"RedJek",39944.632331337
"251",251,88101.9097695791,37.6206265854617,39.0286442203598,29.2018411409036,"RedJek",40039.8910599485
"252",252,100204.823540776,45.446733279781,37.0777536570127,30.5985057084323,"RedJek",40070.9038547106
"253",253,95778.9889018413,40.5020489605853,41.6692866640057,29.0204376176631,"RedJek",39969.3817360625
"254",254,96683.2203043556,34.5038275803273,36.4939764326814,27.5210060930835,"RedJek",39909.2450289016
"255",255,112582.460978536,54.8297655041842,28.9392523510631,32.3638253992915,"BluJek",60024.3416508036
"256",256,93951.900320422,60.6623033556696,41.4261780878539,36.6465183004829,"BluJek",59916.3920614007
"257",257,108847.234208717,48.6797036057813,25.1394844301731,29.560485716861,"RedJek",40058.1891562351
"258",258,87151.5085185904,52.7117115162188,41.8713881124665,34.1929129247249,"RedJek",40060.4644253407
"259",259,87013.1103008563,36.2520482129525,35.7682571422605,31.0504588302721,"RedJek",40014.4547720529
"260",260,95459.7515198283,45.5672973969391,35.0884611357183,31.5478450660188,"RedJek",40023.4390222481
"261",261,97970.7817000735,42.9359139833719,33.5648275435336,31.6287892460059,"RedJek",39964.7631630056
"262",262,109439.010599809,45.0012092457818,29.9451785590296,32.2046410659454,"RedJek",39957.3639092828
"263",263,114977.567494771,49.9097671429101,23.8590997949902,31.1747387702201,"RedJek",40046.739937347
"264",264,92512.1315671462,37.8742881872674,37.6755838245737,28.0588533166516,"RedJek",39996.5583598521
"265",265,94225.5132366136,41.8655676153128,33.4610020955156,29.0329035325179,"BluJek",59925.9750388871
"266",266,102071.47245585,53.7917926002115,32.2234087053998,33.7408659535676,"BluJek",60136.7352415394
"267",267,83704.0405006486,34.093388955471,45.175064436205,29.9776249589896,"BluJek",60006.9665686405
"268",268,92673.0128323655,56.1460231425347,39.2304445906871,35.8977500819251,"BluJek",60043.9383458365
"269",269,95193.3480611365,28.7198452374241,34.109427498116,26.2888624846543,"BluJek",59979.3322359294
"270",270,105080.233448367,61.1908374457831,32.482073301681,33.4963479817115,"RedJek",40140.5611137984
"271",271,97304.8061364498,51.4264821102325,41.6998231164394,34.281952460006,"RedJek",39977.4461380732
"272",272,107906.522235025,61.2573178510993,32.0053403019709,34.2569998944717,"BluJek",59889.6696915323
"273",273,96170.2916534171,55.4557840221326,40.4642238316281,34.1591046330469,"BluJek",60014.0639162607
"274",274,92404.2670491879,48.2401987530465,39.4063758270751,28.7041955453156,"BluJek",60195.003808705
"275",275,101713.480661768,54.2262950426493,34.8150776218353,34.5200441242929,"RedJek",39993.6819449851
"276",276,108961.177469374,69.7835726804053,39.1609793669171,37.7246015072126,"BluJek",60116.068194846
"277",277,97873.1928600871,39.8077623000976,32.7309005292337,31.8796027076421,"BluJek",60073.5617373935
"278",278,92328.1573212609,47.0981908084176,40.10027383239,31.1746717651406,"RedJek",40104.3592607079
